1583.382529,5767.209280
1654.638674,5727.403971
1856.666384,5696.867371
1910.607700,5690.780738
2054.173916,5690.173704
2062.574183,5664.109539
2181.887064,5651.162529
2185.232263,5629.714810
2223.986092,5601.728786
2280.355640,5568.353844
2344.442771,5500.647955
2404.541503,5442.937514
2411.164619,5433.206930
2411.712754,5391.460327
2467.952783,5376.241092
2502.513945,5349.531452
2505.963239,5284.836935
2533.362482,5272.499015
2565.566255,5225.883876
2578.675353,5154.577875
2607.614984,5143.404453
2617.474509,5129.056450
2631.062327,5118.948995
2652.092114,5073.223120
2690.549629,5049.498903
2736.734059,5011.390115
2753.100009,4959.988055
2755.197158,4932.702028
2763.182170,4924.721558
2794.740490,4887.254500
2801.312398,4827.818300
2825.430533,4817.582666
2859.703462,4809.556301
2882.493245,4685.361842
2902.515859,4630.576570
2904.065206,4609.050309
2934.451090,4545.723354
2975.740445,4503.783858
2999.067489,4464.508100
3000.928417,4051.269094
3529.726165,4006.133104
3579.229122,3982.407793
3611.474428,3965.798608
3644.552980,3956.975404
3657.091464,3950.368701
3678.401616,3914.099192
3682.458056,3907.410789
3752.531453,3903.585341
3835.304425,3883.276022
3858.428115,3866.623323
3868.182350,3852.648223
3870.512624,3830.285397
3871.470194,3819.326700
3878.031293,3807.747743
3882.104469,3781.027846
3882.928395,3753.620632
3895.274894,3743.443806
