67.000000,146.797671
67.000000,147.170749
67.000000,147.493717
67.000000,147.781982
66.500000,148.006294
66.500000,148.345418
66.500000,148.655825
66.500000,149.005467
66.500000,149.376465
66.500000,149.764433
66.500000,150.002251
66.500000,150.341236
66.000000,150.652916
66.000000,150.985706
66.000000,151.283381
66.000000,151.546157
66.000000,151.840975
66.000000,152.186518
65.500000,152.457023
65.500000,152.655722
29.000000,125.735823
27.500000,120.835017
25.000000,115.073672
20.500000,108.761322
14.500000,104.409797
57.500000,148.680103
60.500000,146.724458
61.000000,145.211939
62.000000,145.657799
62.500000,145.794016
63.000000,145.754291
63.500000,146.067927
63.500000,145.646635
63.500000,145.170494
64.000000,145.845032
64.000000,145.722253
64.000000,145.677877
64.000000,145.370680
64.500000,146.026033
64.000000,145.264034
-100.000000,162.770675
-100.000000,166.240504
-100.000000,169.546827
-100.000000,170.706860
-100.000000,172.703974
-100.000000,174.531103
-100.000000,176.330937
-100.000000,178.269125
-100.000000,180.323006
-100.000000,182.305186
-100.000000,183.577444
-100.000000,185.154226
-100.000000,186.588348
-100.000000,188.109248
-100.000000,189.642596
-100.000000,190.829623
-100.000000,192.116637
-100.000000,193.040532
-100.000000,194.166524
-100.000000,195.008432
42.000000,119.436542
41.500000,121.983129
40.500000,125.710465
39.000000,127.080464
38.000000,142.725353
31.500000,146.643163
20.000000,121.711467
21.000000,119.765368
17.500000,113.857797
13.500000,105.280057
14.000000,110.453555
49.000000,143.220443
51.500000,147.160897
45.500000,137.118109
46.000000,137.556991
50.000000,144.274382
52.000000,147.480059
50.000000,144.084498
52.000000,147.234855
49.000000,142.441282
34.000000,127.116173
35.000000,124.374791
36.500000,122.323779
37.000000,120.164892
37.000000,118.384989
37.000000,116.509290
37.500000,115.489427
38.500000,114.928839
39.500000,113.897542
41.000000,112.598686
42.500000,110.907234
42.500000,112.213595
43.000000,111.549942
42.500000,113.138601
43.000000,113.799798
43.500000,112.366568
44.500000,111.244817
44.500000,110.848392
45.000000,112.043273
44.500000,114.425584
67.000000,146.809063
67.000000,147.179487
67.000000,147.504329
67.000000,147.830290
66.500000,148.097453
66.500000,148.479601
66.500000,148.832417
66.500000,149.253783
66.500000,149.640662
66.500000,150.042466
66.500000,150.421844
66.000000,150.728113
66.000000,151.066892
66.000000,151.434843
66.000000,151.757248
66.000000,152.071024
66.000000,152.448880
65.500000,152.779332
65.500000,153.087083
65.500000,153.363418
